date,dow_open,dow_high,dow_low,dow_close,dow_vol,nas_open,nas_high,nas_low,nas_close,nas_vol
2019-02-22,25906.26953125,26052.900390625,25906.26953125,26031.810546875,279760000,7481.6298828125,7527.5400390625,7479.009765625,7527.5400390625,2417680000
2019-02-25,26126.150390625,26241.419921875,26080.66015625,26091.94921875,281600000,7585.2998046875,7602.68994140625,7551.60986328125,7554.4599609375,2363140000
2019-02-26,26051.609375,26155.2890625,25966.009765625,26057.98046875,257850000,7535.2900390625,7573.22021484375,7524.31005859375,7549.2998046875,2257710000
2019-02-27,25995.599609375,26039.6796875,25877.240234375,25985.16015625,255380000,7526.419921875,7562.2900390625,7485.39013671875,7554.509765625,2423360000
2019-02-28,25984.279296875,26029.2109375,25896.560546875,25916.0,338520000,7533.31005859375,7561.89990234375,7516.47998046875,7532.52978515625,2647080000
2019-03-01,26019.669921875,26143.919921875,25914.369140625,26026.3203125,289890000,7587.4501953125,7603.0400390625,7540.75,7595.35009765625,2463190000
2019-03-04,26122.189453125,26155.98046875,25611.55078125,25819.650390625,295510000,7636.6201171875,7643.66015625,7501.56005859375,7577.56982421875,2569590000
2019-03-05,25829.0703125,25877.150390625,25725.630859375,25806.630859375,252260000,7582.2900390625,7598.66015625,7543.5400390625,7576.35986328125,2142610000
2019-03-06,25818.759765625,25837.609375,25633.7109375,25673.4609375,256250000,7575.3798828125,7579.02001953125,7499.8701171875,7505.919921875,2242810000
2019-03-07,25645.44921875,25645.44921875,25352.55078125,25473.23046875,289140000,7483.7900390625,7489.080078125,7397.18994140625,7421.4599609375,2440840000
2019-03-08,25347.380859375,25466.140625,25252.4609375,25450.240234375,270500000,7334.35009765625,7411.52001953125,7332.919921875,7408.14013671875,2245430000
2019-03-11,25208.0,25661.630859375,25208.0,25650.880859375,309790000,7442.56005859375,7558.22998046875,7442.39990234375,7558.06005859375,2226950000
2019-03-12,25600.30078125,25675.439453125,25522.169921875,25554.66015625,317730000,7571.85009765625,7611.1298828125,7560.4599609375,7591.02978515625,2161400000
2019-03-13,25637.23046875,25776.490234375,25571.310546875,25702.890625,331410000,7621.3798828125,7677.06982421875,7619.4599609375,7643.41015625,2366350000
2019-03-14,25692.310546875,25752.83984375,25621.310546875,25709.939453125,302790000,7644.7900390625,7653.10009765625,7627.02001953125,7630.91015625,2176510000
2019-03-15,25720.9609375,25927.91015625,25649.69921875,25848.869140625,616910000,7658.41015625,7714.9599609375,7652.0400390625,7688.52978515625,3447190000
2019-03-18,25801.880859375,25924.76953125,25785.66015625,25914.099609375,303170000,7696.3798828125,7737.669921875,7677.740234375,7714.47998046875,2274490000
2019-03-19,25987.869140625,26109.6796875,25814.919921875,25887.380859375,342250000,7747.39990234375,7767.89013671875,7699.14990234375,7723.9501953125,2433160000
2019-03-20,25867.7890625,25929.51953125,25670.630859375,25745.669921875,321980000,7721.9501953125,7779.240234375,7674.0400390625,7728.97021484375,2424400000
2019-03-21,25688.439453125,26009.900390625,25657.779296875,25962.509765625,335250000,7705.43017578125,7850.10986328125,7705.43017578125,7838.9599609375,2483580000
2019-03-22,25844.650390625,25877.009765625,25501.44921875,25502.3203125,386510000,7800.25,7817.830078125,7642.56982421875,7642.669921875,2490730000
2019-03-25,25490.720703125,25603.26953125,25372.259765625,25516.830078125,303120000,7618.97998046875,7662.3798828125,7579.2900390625,7637.5400390625,2130230000
2019-03-26,25649.560546875,25796.2890625,25544.779296875,25657.73046875,305110000,7700.0,7738.169921875,7649.2099609375,7691.52001953125,2068900000
2019-03-27,25676.33984375,25758.169921875,25425.26953125,25625.58984375,270340000,7702.0498046875,7712.83984375,7582.08984375,7643.3798828125,2221650000
2019-03-28,25693.3203125,25743.41015625,25576.689453125,25717.4609375,237170000,7660.06982421875,7689.16015625,7619.81982421875,7669.169921875,1902060000
2019-03-29,25827.310546875,25949.3203125,25771.669921875,25928.6796875,300620000,7726.7099609375,7733.6201171875,7688.509765625,7729.31982421875,2233470000
2019-04-01,26075.099609375,26280.900390625,26071.689453125,26258.419921875,295570000,7800.240234375,7831.4501953125,7777.08984375,7828.91015625,2198050000
2019-04-02,26213.55078125,26221.240234375,26122.310546875,26179.130859375,250940000,7824.60986328125,7854.919921875,7811.27978515625,7848.68994140625,2110100000
2019-04-03,26238.029296875,26282.169921875,26138.470703125,26218.130859375,271980000,7891.18017578125,7938.259765625,7870.89990234375,7895.5498046875,2487210000
2019-04-04,26213.419921875,26398.900390625,26212.779296875,26384.630859375,233040000,7894.259765625,7917.64990234375,7844.9599609375,7891.77978515625,2094200000
2019-04-05,26427.560546875,26487.5703125,26370.8203125,26424.990234375,229550000,7914.509765625,7940.4501953125,7909.14013671875,7938.68994140625,2148730000
2019-04-08,26312.669921875,26344.650390625,26246.029296875,26341.01953125,229380000,7924.89013671875,7955.89990234375,7891.85009765625,7953.8798828125,2069190000
2019-04-09,26243.5390625,26246.33984375,26103.140625,26150.580078125,244410000,7924.77001953125,7945.5498046875,7897.60986328125,7909.27978515625,2067570000
2019-04-10,26173.7109375,26209.490234375,26101.240234375,26157.16015625,203130000,7922.72998046875,7965.330078125,7916.89990234375,7964.240234375,1998280000
2019-04-11,26188.2109375,26229.880859375,26062.58984375,26143.05078125,211680000,7975.2001953125,7975.2001953125,7933.41015625,7947.35986328125,1956840000
2019-04-12,26357.7890625,26436.6796875,26309.720703125,26412.30078125,369910000,7984.14990234375,7992.08984375,7952.60986328125,7984.16015625,1955290000
2019-04-15,26407.759765625,26424.849609375,26316.419921875,26384.76953125,250620000,7987.16015625,7993.330078125,7933.56982421875,7976.009765625,1816920000
2019-04-16,26482.189453125,26530.7109375,26397.189453125,26452.66015625,302340000,8000.56982421875,8017.56005859375,7978.81005859375,8000.22998046875,2095330000
2019-04-17,26468.529296875,26501.01953125,26391.859375,26449.5390625,367780000,8044.97021484375,8052.39990234375,7973.3798828125,7996.080078125,2290690000
2019-04-18,26463.369140625,26602.419921875,26444.529296875,26559.5390625,332850000,7998.4501953125,8002.31005859375,7950.97021484375,7998.06005859375,2089360000
2019-04-22,26510.76953125,26553.05078125,26458.609375,26511.05078125,232570000,7969.3701171875,8017.14990234375,7965.89990234375,8015.27001953125,1776060000
2019-04-23,26513.830078125,26695.9609375,26503.560546875,26656.390625,311690000,8026.75,8128.8701171875,8023.81005859375,8120.81982421875,2075070000
2019-04-24,26652.560546875,26680.580078125,26582.859375,26597.05078125,283370000,8122.8798828125,8139.5498046875,8101.7001953125,8102.009765625,2022490000
2019-04-25,26426.369140625,26536.48046875,26310.279296875,26462.080078125,296730000,8150.85009765625,8151.83984375,8075.41015625,8118.68017578125,2063270000
2019-04-26,26454.619140625,26543.560546875,26392.55078125,26543.330078125,317290000,8100.27978515625,8146.419921875,8060.89013671875,8146.39990234375,1971270000
2019-04-29,26559.869140625,26602.5390625,26520.75,26554.390625,279450000,8147.64990234375,8176.080078125,8136.41015625,8161.85009765625,1761110000
2019-04-30,26594.560546875,26614.0390625,26419.470703125,26592.91015625,340320000,8104.91015625,8124.60986328125,8050.5498046875,8095.39013671875,2115770000
2019-05-01,26639.060546875,26689.390625,26426.380859375,26430.140625,303850000,8132.93017578125,8146.0,8048.22998046875,8049.64013671875,2247420000
2019-05-02,26407.150390625,26454.689453125,26180.359375,26307.7890625,287610000,8046.47998046875,8094.06005859375,7976.77001953125,8036.77001953125,2158600000
2019-05-03,26379.140625,26534.9609375,26370.08984375,26504.94921875,248900000,8092.8798828125,8164.7099609375,8084.7998046875,8164.0,2046040000
2019-05-06,26160.619140625,26476.26953125,26033.94921875,26438.48046875,283020000,7981.85009765625,8135.5400390625,7981.85009765625,8123.2900390625,1966120000
2019-05-07,26276.900390625,26276.900390625,25789.7109375,25965.08984375,334960000,8043.52001953125,8070.97021484375,7899.02001953125,7963.759765625,2376660000
2019-05-08,25933.7890625,26118.099609375,25889.41015625,25967.330078125,276420000,7946.240234375,8004.490234375,7923.35009765625,7943.31982421875,2175100000
2019-05-09,25878.849609375,25884.890625,25517.390625,25828.359375,334760000,7853.2099609375,7929.77978515625,7796.16015625,7910.58984375,2520770000
2019-05-10,25763.720703125,26019.3203125,25469.859375,25942.369140625,294580000,7881.31005859375,7949.33984375,7759.33984375,7916.93994140625,2387720000
2019-05-13,25568.060546875,25568.060546875,25222.509765625,25324.990234375,361240000,7720.06982421875,7760.830078125,7627.22021484375,7647.02001953125,2478860000
2019-05-14,25384.029296875,25688.9609375,25384.029296875,25532.05078125,291570000,7689.66015625,7776.2001953125,7665.2998046875,7734.490234375,2084850000
2019-05-15,25400.130859375,25724.890625,25341.939453125,25648.01953125,270720000,7682.7998046875,7838.72021484375,7682.240234375,7822.14990234375,2001530000
2019-05-16,25692.140625,25957.630859375,25692.140625,25862.6796875,320960000,7832.580078125,7946.22998046875,7826.669921875,7898.0498046875,2163120000
2019-05-17,25719.94921875,25948.740234375,25657.779296875,25764.0,283760000,7829.02978515625,7918.7099609375,7810.35009765625,7816.27978515625,2134120000
2019-05-20,25655.310546875,25751.7109375,25560.55078125,25679.900390625,279560000,7714.06005859375,7747.27001953125,7678.35009765625,7702.3798828125,2122410000
2019-05-21,25782.33984375,25898.26953125,25779.609375,25877.330078125,260870000,7765.56982421875,7804.43994140625,7752.919921875,7785.72021484375,1993210000
2019-05-22,25818.4609375,25878.2109375,25755.109375,25776.609375,241760000,7749.7998046875,7786.330078125,7738.35009765625,7750.83984375,1881830000
2019-05-23,25657.990234375,25657.990234375,25328.08984375,25490.470703125,316940000,7660.72021484375,7665.14990234375,7585.31982421875,7628.27978515625,2243420000
2019-05-24,25551.0703125,25670.810546875,25496.19921875,25585.689453125,201370000,7675.56982421875,7694.14990234375,7631.25,7637.009765625,1682920000
2019-05-28,25616.55078125,25717.630859375,25342.279296875,25347.76953125,358980000,7655.66015625,7693.740234375,7603.759765625,7607.35009765625,2352670000
2019-05-29,25231.4609375,25231.4609375,24938.240234375,25126.41015625,298930000,7553.02001953125,7581.10986328125,7503.93994140625,7547.31005859375,2278790000
2019-05-30,25139.939453125,25218.5390625,25066.75,25169.880859375,215240000,7565.4599609375,7595.89990234375,7527.66015625,7567.72021484375,1872000000
2019-05-31,25046.310546875,25046.310546875,24809.509765625,24815.0390625,292230000,7470.9501953125,7506.85986328125,7448.22998046875,7453.14990234375,2236940000
2019-06-03,24830.16015625,24935.2109375,24680.5703125,24819.779296875,328240000,7441.2099609375,7457.66015625,7292.22021484375,7333.02001953125,2576920000
2019-06-04,24962.8203125,25343.76953125,24962.8203125,25332.1796875,281690000,7413.93994140625,7529.5,7385.02001953125,7527.1201171875,2369150000
2019-06-05,25451.0,25544.66015625,25373.580078125,25539.5703125,262660000,7585.68017578125,7589.47021484375,7498.169921875,7575.47998046875,2115570000
2019-06-06,25567.44921875,25800.30078125,25518.05078125,25720.66015625,248070000,7582.240234375,7634.1201171875,7546.22021484375,7615.5498046875,2070940000
2019-06-07,25768.720703125,26072.75,25768.720703125,25983.939453125,263010000,7652.97021484375,7767.02001953125,7647.91015625,7742.10009765625,2066020000
2019-06-10,26090.220703125,26210.609375,26054.310546875,26062.6796875,249280000,7798.8701171875,7895.43994140625,7795.759765625,7823.169921875,2049370000
2019-06-11,26180.58984375,26248.669921875,25998.869140625,26048.509765625,253490000,7901.0400390625,7909.990234375,7798.6298828125,7822.56982421875,2114680000
2019-06-12,26040.30078125,26082.099609375,25958.66015625,26004.830078125,223690000,7803.1298828125,7819.16015625,7773.97021484375,7792.72021484375,1952790000
2019-06-13,26036.939453125,26146.91015625,25995.7109375,26106.76953125,213400000,7822.56005859375,7848.35986328125,7813.60009765625,7837.1298828125,1838930000
2019-06-14,26076.359375,26162.279296875,25988.08984375,26089.609375,208020000,7807.18994140625,7819.2099609375,7778.1201171875,7796.66015625,1804340000
2019-06-17,26108.529296875,26165.779296875,26049.80078125,26112.529296875,199500000,7819.43017578125,7865.97998046875,7812.60986328125,7845.02001953125,1935290000
2019-06-18,26228.900390625,26527.189453125,26227.80078125,26465.5390625,273490000,7920.97998046875,8005.2099609375,7911.669921875,7953.8798828125,2244920000
2019-06-19,26490.16015625,26569.75,26415.05078125,26504.0,240950000,7970.259765625,7998.58984375,7930.3798828125,7987.31982421875,2014080000
2019-06-20,26665.380859375,26798.630859375,26539.689453125,26753.169921875,278170000,8087.4501953125,8088.8798828125,7996.8701171875,8051.33984375,2053530000
2019-06-21,26749.119140625,26907.369140625,26705.869140625,26719.130859375,485560000,8028.68994140625,8073.02001953125,8011.2001953125,8031.7099609375,2894340000
2019-06-24,26727.609375,26806.51953125,26723.369140625,26727.5390625,232390000,8040.580078125,8047.56005859375,8004.6298828125,8005.7001953125,2070370000
2019-06-25,26731.609375,26752.310546875,26527.66015625,26548.220703125,282160000,8005.27001953125,8007.31005859375,7879.14990234375,7884.72021484375,2127310000
2019-06-26,26599.419921875,26660.0390625,26536.330078125,26536.8203125,274340000,7933.919921875,7974.27978515625,7903.06982421875,7909.97021484375,2104750000
2019-06-27,26523.720703125,26607.240234375,26465.3203125,26526.580078125,246930000,7939.35986328125,7976.580078125,7935.47021484375,7967.759765625,2023120000
2019-06-28,26605.9296875,26638.349609375,26522.26953125,26599.9609375,499350000,7988.759765625,8010.14990234375,7961.4599609375,8006.240234375,4078990000
2019-07-01,26805.859375,26890.640625,26616.2109375,26717.4296875,267670000,8145.85009765625,8150.4501953125,8059.2900390625,8091.16015625,2208900000
2019-07-02,26719.529296875,26787.560546875,26632.650390625,26786.6796875,219270000,8086.64990234375,8109.3701171875,8063.10986328125,8109.08984375,1946320000
2019-07-03,26832.3203125,26966.0,26831.439453125,26966.0,149840000,8129.56982421875,8170.22998046875,8122.33984375,8170.22998046875,1548190000
2019-07-05,26867.75,26950.810546875,26733.330078125,26922.119140625,192170000,8123.27978515625,8171.97021484375,8093.66015625,8161.7900390625,149410000
2019-07-08,26835.640625,26839.140625,26744.869140625,26806.140625,214290000,8112.91015625,8161.7900390625,8078.39013671875,8098.3798828125,177320000
2019-07-09,26725.119140625,26807.69921875,26665.5703125,26783.490234375,218330000,8061.41015625,8146.97998046875,8061.31982421875,8141.72998046875,1866770000
2019-07-10,26851.9609375,26983.44921875,26813.109375,26860.19921875,207990000,8183.18994140625,8228.599609375,8160.56005859375,8202.5302734375,2060510000
2019-07-11,26950.16015625,27088.44921875,26916.3203125,27088.080078125,252300000,8219.2802734375,8226.1796875,8171.6298828125,8196.0400390625,1966970000
2019-07-12,27139.490234375,27333.7890625,27135.44921875,27332.029296875,248390000,8209.2001953125,8245.66015625,8201.51953125,8244.1396484375,1824870000
2019-07-15,27364.689453125,27364.689453125,27294.169921875,27359.16015625,199730000,8263.1796875,8264.7802734375,8236.26953125,8258.1904296875,1783980000
2019-07-16,27349.3203125,27398.6796875,27290.240234375,27335.630859375,226000000,8251.66015625,8259.75,8204.23046875,8222.7998046875,1933960000
2019-07-17,27320.91015625,27343.060546875,27218.380859375,27219.849609375,193930000,8224.0,8230.669921875,8184.66015625,8185.2099609375,1846960000
2019-07-18,27191.98046875,27266.810546875,27068.7890625,27222.970703125,216070000,8151.759765625,8215.580078125,8135.1201171875,8207.240234375,2016310000
2019-07-19,27246.380859375,27342.9609375,27145.779296875,27154.19921875,287690000,8241.33984375,8245.7802734375,8144.6298828125,8146.490234375,1878730000
2019-07-22,27174.1796875,27227.76953125,27088.900390625,27171.900390625,216310000,8171.990234375,8218.419921875,8171.5400390625,8204.1396484375,1845770000
2019-07-23,27231.859375,27368.810546875,27204.580078125,27349.189453125,248850000,8242.5,8251.830078125,8193.8896484375,8251.400390625,1832220000
2019-07-24,27262.240234375,27291.0390625,27191.119140625,27269.970703125,244320000,8227.3603515625,8321.8095703125,8226.5,8321.5,1947550000
2019-07-25,27247.390625,27298.4296875,27062.48046875,27140.98046875,241420000,8294.6796875,8295.9501953125,8233.400390625,8238.5400390625,2023130000
2019-07-26,27166.0,27213.69921875,27123.25,27192.44921875,233650000,8294.2998046875,8339.6396484375,8291.1201171875,8330.2099609375,1954350000
2019-07-29,27192.240234375,27275.849609375,27178.060546875,27221.349609375,250850000,8325.099609375,8325.2802734375,8247.3701171875,8293.330078125,1874780000
2019-07-30,27145.390625,27224.359375,27069.859375,27198.01953125,293250000,8231.76953125,8295.4599609375,8228.01953125,8273.6103515625,1884300000
2019-07-31,27244.669921875,27281.650390625,26719.599609375,26864.26953125,385150000,8290.7998046875,8299.830078125,8110.02001953125,8175.419921875,2667060000
2019-08-01,26879.859375,27175.58984375,26548.7109375,26583.419921875,386320000,8190.56005859375,8311.0400390625,8080.52001953125,8111.1201171875,2792650000
2019-08-02,26528.66015625,26570.01953125,26249.220703125,26485.009765625,327640000,8056.419921875,8068.7998046875,7953.669921875,8004.06982421875,2252550000
2019-08-05,26259.23046875,26259.23046875,25523.380859375,25717.740234375,422240000,7823.330078125,7836.4501953125,7662.89990234375,7726.0400390625,2636740000
2019-08-06,25810.619140625,26038.6796875,25710.869140625,26029.51953125,318160000,7804.509765625,7845.009765625,7739.56982421875,7833.27001953125,2201610000
2019-08-07,25814.220703125,26073.2109375,25440.390625,26007.0703125,344790000,7747.27001953125,7881.3798828125,7702.419921875,7862.830078125,2453230000
2019-08-08,26086.51953125,26383.609375,26038.099609375,26378.189453125,282530000,7921.58984375,8041.1201171875,7896.14990234375,8039.16015625,2415670000
2019-08-09,26337.08984375,26413.359375,26097.640625,26287.439453125,240260000,7997.18994140625,8020.56005859375,7910.35009765625,7959.14013671875,2224330000
2019-08-12,26169.91015625,26178.94921875,25824.939453125,25896.439453125,199390000,7907.490234375,7924.990234375,7833.7900390625,7863.41015625,2056360000
2019-08-13,25888.880859375,26426.970703125,25833.25,26279.91015625,308900000,7852.3701171875,8065.240234375,7851.580078125,8016.35986328125,2346980000
2019-08-14,26035.080078125,26035.080078125,25471.58984375,25479.419921875,352250000,7877.330078125,7900.27978515625,7762.8701171875,7773.93994140625,2522870000
2019-08-15,25514.25,25639.689453125,25339.599609375,25579.390625,332600000,7790.2001953125,7805.93017578125,7716.5498046875,7766.6201171875,2182590000
2019-08-16,25678.169921875,25929.650390625,25678.169921875,25886.009765625,276210000,7828.35009765625,7907.52001953125,7828.35009765625,7895.990234375,1995130000
2019-08-19,26020.060546875,26222.3203125,26020.060546875,26135.7890625,252640000,8006.18017578125,8026.75,7895.990234375,8002.81005859375,1934980000
2019-08-20,26086.859375,26160.119140625,25952.0,25962.439453125,238100000,7989.35986328125,8010.580078125,7948.08984375,7948.56005859375,1747580000
2019-08-21,26145.359375,26268.3203125,26141.76953125,26202.73046875,208790000,8017.06982421875,8036.93994140625,7998.5,8020.2099609375,1716370000
2019-08-22,26271.640625,26388.779296875,26099.009765625,26252.240234375,222810000,8038.7900390625,8048.580078125,7937.1201171875,7991.39013671875,1777630000
2019-08-23,26134.2109375,26320.2890625,25507.1796875,25628.900390625,364260000,7943.64990234375,8005.33984375,7730.77001953125,7751.77001953125,2207070000
2019-08-26,25826.05078125,25941.25,25716.390625,25898.830078125,222780000,7829.580078125,7856.0400390625,7789.0498046875,7853.740234375,1688860000
2019-08-27,26014.4609375,26054.01953125,25721.849609375,25777.900390625,263530000,7908.77978515625,7916.830078125,7795.18017578125,7826.9501953125,1913760000
2019-08-28,25712.990234375,26041.5703125,25637.4296875,26036.099609375,207070000,7798.35009765625,7866.8701171875,7766.669921875,7856.8798828125,1656930000
2019-08-29,26249.08984375,26408.83984375,26185.7109375,26362.25,208650000,7945.77978515625,7992.2900390625,7925.830078125,7973.39013671875,1700840000
2019-08-30,26476.390625,26514.619140625,26295.58984375,26403.279296875,216160000,8015.16015625,8017.91015625,7914.740234375,7962.8798828125,1665840000
2019-09-03,26198.259765625,26198.259765625,25978.220703125,26118.01953125,223210000,7906.43994140625,7940.3701171875,7847.31982421875,7874.16015625,1936210000
2019-09-04,26301.990234375,26362.349609375,26244.439453125,26355.470703125,202710000,7949.81005859375,7981.41015625,7928.93994140625,7976.8798828125,1891300000
2019-09-05,26603.150390625,26836.30078125,26603.150390625,26728.150390625,256670000,8061.2900390625,8134.419921875,8061.2900390625,8116.830078125,2096300000
2019-09-06,26790.25,26860.869140625,26708.390625,26797.4609375,209700000,8125.580078125,8134.39013671875,8098.52001953125,8103.06982421875,1876380000
2019-09-09,26866.23046875,26900.830078125,26762.1796875,26835.509765625,273120000,8130.91015625,8131.66015625,8052.33984375,8087.43994140625,2172240000
2019-09-10,26805.830078125,26909.4296875,26717.05078125,26909.4296875,322340000,8049.97998046875,8086.52978515625,8001.68017578125,8084.16015625,2362860000
2019-09-11,26928.05078125,27137.0390625,26885.48046875,27137.0390625,272590000,8091.68017578125,8169.68017578125,8081.56005859375,8169.68017578125,2310440000
2019-09-12,27197.3203125,27306.73046875,27105.009765625,27182.44921875,250010000,8206.580078125,8243.7998046875,8176.72998046875,8194.4697265625,2159260000
2019-09-13,27216.669921875,27277.55078125,27193.94921875,27219.51953125,255260000,8190.56982421875,8210.2001953125,8165.47021484375,8176.7099609375,1976770000
2019-09-16,27146.060546875,27172.869140625,27032.560546875,27076.8203125,220620000,8121.64013671875,8165.330078125,8121.25,8153.5400390625,1869220000
2019-09-17,27010.119140625,27110.80078125,26984.140625,27110.80078125,223580000,8148.64990234375,8188.22998046875,8139.81982421875,8186.02001953125,1850340000
2019-09-18,27075.390625,27161.9296875,26899.150390625,27147.080078125,212860000,8174.6201171875,8179.8701171875,8086.22021484375,8177.39013671875,2034880000
2019-09-19,27186.05078125,27272.169921875,27064.2109375,27094.7890625,212360000,8193.58984375,8237.4296875,8174.31982421875,8182.8798828125,1792700000
2019-09-20,27102.1796875,27194.75,26926.6796875,26935.0703125,497640000,8184.8798828125,8202.8203125,8086.16015625,8117.669921875,3359380000
2019-09-23,26851.44921875,27011.0703125,26831.33984375,26949.990234375,204240000,8106.490234375,8135.81005859375,8085.33984375,8112.4599609375,1780160000
2019-09-24,27034.0703125,27079.6796875,26704.9609375,26807.76953125,301750000,8147.22998046875,8158.830078125,7969.64990234375,7993.6298828125,2302600000
2019-09-25,26866.7109375,27016.560546875,26755.859375,26970.7109375,237220000,7990.66015625,8095.0,7935.56982421875,8077.3798828125,2015270000
2019-09-26,27004.109375,27015.0703125,26803.83984375,26891.119140625,229180000,8070.1201171875,8072.10986328125,7991.02001953125,8030.66015625,1832800000
2019-09-27,26987.259765625,27012.5390625,26715.8203125,26820.25,217780000,8047.10986328125,8051.830078125,7890.27978515625,7939.6298828125,2037720000
2019-09-30,26852.330078125,26998.859375,26852.330078125,26916.830078125,222680000,7964.08984375,8012.16015625,7949.6298828125,7999.33984375,1805820000
