date,Ford,F-150,Ford Bronco_x,Ford Mustang_x,Ford Stock,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ford Motor Company,Ford Mustang_y,Ford F Series,Ford Bronco_y,Lincoln Navigator,Lincoln Aviator,Ford GT
2021-02-03,21.958333333333332,0.0,0.0,1.0416666666666667,2.4583333333333335,10.738268037246145,11.170945088292033,10.659599482510531,11.0136079788208,82968600.0,0.0,0.0,5281,3197,5.0,1705,634,531,1316
2021-02-04,30.458333333333332,0.0,5.041666666666667,0.8333333333333334,2.3333333333333335,11.21027897596754,11.426617962871669,10.98410712341563,11.180778503417969,106845000.0,0.0,0.0,5407,3300,8.0,1806,637,525,1354
2021-02-05,19.291666666666668,0.5416666666666666,0.5,0.5,1.4583333333333333,11.603623735610165,11.701958965708327,11.111944771709762,11.318449974060059,113402100.0,0.0,0.0,5331,3218,6.0,1814,640,524,1563
2021-02-06,18.0,0.0,1.5833333333333333,0.5833333333333334,0.0,,,,,,,,4920,7240,8.0,2966,670,670,1594
2021-02-07,19.625,0.0,0.5,0.6666666666666666,0.0,,,,,,,,5046,3481,12.0,3372,703,566,1560
2021-02-08,17.125,0.0,0.4583333333333333,0.0,0.0,11.328283329076982,11.38728427723498,11.121778134917667,11.3676176071167,75756700.0,0.0,0.0,5143,3215,9.0,2851,645,552,1323
2021-02-09,24.583333333333332,0.0,0.875,0.7083333333333334,0.7083333333333334,11.347950635543704,11.839629607513194,11.298782550786111,11.731460571289062,102250800.0,0.0,0.0,4898,3135,7.0,2791,665,545,1250
2021-02-10,19.333333333333332,0.0,1.2916666666666667,0.6666666666666666,0.4583333333333333,11.800294763208997,11.819962371293201,11.33811628906509,11.564289093017578,76282500.0,0.0,0.0,4959,3226,9.0,2529,620,543,1235
2021-02-11,14.375,0.4583333333333333,0.0,1.3333333333333333,0.4583333333333333,11.465952282008452,11.544620834305347,11.12177760016031,11.25944709777832,55762900.0,0.0,0.0,4547,3432,9.0,2396,608,526,1237
2021-02-12,20.125,0.0,3.6666666666666665,0.0,0.0,11.229946625117764,11.426618005860004,11.180778545481424,11.25944709777832,44401200.0,0.0,0.0,4937,3416,3.0,2653,566,533,1470
2021-02-13,29.208333333333332,0.0,1.25,3.6666666666666665,0.75,,,,,,,,4536,3447,7.0,2937,604,650,1545
2021-02-14,26.625,0.0,1.0416666666666667,0.8333333333333334,2.1666666666666665,,,,,,,,5293,3466,2.0,2945,661,608,1747
2021-02-15,22.0,0.0,2.0,0.0,0.7083333333333334,,,,,,,,5156,3571,13.0,2896,675,570,1449
2021-02-16,22.0,0.0,1.625,1.5,0.0,11.3086166540791,11.505288060502437,11.1906138102251,11.34795093536377,48392100.0,0.0,0.0,5008,3283,8.0,2726,605,487,1344
2021-02-17,24.708333333333332,0.0,1.0416666666666667,0.625,0.625,11.416784696548687,11.416784696548687,11.180779029442471,11.288948059082031,49554000.0,0.0,0.0,5142,3107,5.0,2486,639,509,1238
2021-02-18,26.5,0.0,0.625,0.7916666666666666,1.7083333333333333,11.180779491582822,11.288948525693383,11.11194473694912,11.239781379699707,37777100.0,0.0,0.0,4983,3208,6.0,2448,581,567,1344
2021-02-19,20.875,0.0,0.0,1.2916666666666667,0.0,11.328283330703162,11.39711808283176,11.269281444733533,11.387284278869629,48615600.0,0.0,0.0,4847,3160,2.0,2595,667,533,1529
2021-02-20,19.375,0.0,1.4583333333333333,0.8333333333333334,0.5833333333333334,,,,,,,,4578,3222,10.0,3075,693,611,1598
2021-02-21,28.166666666666668,0.0,0.0,4.083333333333333,0.5416666666666666,,,,,,,,4816,3322,6.0,3039,663,656,1701
2021-02-22,15.791666666666666,0.0,0.0,0.0,0.0,11.32828338722445,11.741292839859874,11.308615779202057,11.505287170410156,62183000.0,0.0,0.0,5141,3270,7.0,2616,636,532,1397
2021-02-23,16.208333333333332,0.0,0.0,0.0,0.5,11.397117150704986,11.45611809404599,10.944772521277248,11.426617622375488,72904500.0,0.0,0.0,5069,3221,4.0,2371,628,541,1366
2021-02-24,16.166666666666668,0.5,1.25,0.5,0.5,11.475787425246098,12.193638283212113,11.446286949141486,12.065802574157715,95152800.0,0.0,0.0,5404,3263,4.0,2481,674,577,1349
2021-02-25,19.916666666666668,0.0,0.75,1.3333333333333333,1.4583333333333333,12.016633763119383,12.193637546861362,11.524954814652341,11.564289093017578,75249400.0,0.0,0.0,5162,3156,7.0,2381,568,574,1760
2021-02-26,16.5,0.0,0.0,0.0,0.7083333333333334,11.692125695410224,11.780627118101494,11.347950057443677,11.505287170410156,69614500.0,0.0,0.0,5050,3259,9.0,2527,659,563,1680
2021-02-27,21.125,0.0,0.5416666666666666,0.0,0.0,,,,,,,,4889,3380,4.0,2992,721,671,1589
2021-02-28,10.208333333333334,0.0,1.0833333333333333,0.4583333333333333,0.75,,,,,,,,6985,3708,6.0,3195,682,694,1741
2021-03-01,17.291666666666668,0.0,0.8333333333333334,0.0,0.0,11.672457273822742,11.878962454648716,11.58395491949688,11.78062629699707,43172800.0,0.0,0.0,5627,3459,10.0,2639,652,568,1381
2021-03-02,18.666666666666668,0.0,0.4166666666666667,0.8333333333333334,1.75,11.839628952028535,12.586981173118811,11.741292787957596,12.341141700744629,104789000.0,0.0,0.0,5294,3288,11.0,2347,672,565,1390
2021-03-03,16.583333333333332,0.4166666666666667,2.0833333333333335,1.6666666666666667,0.4166666666666667,12.400143440743452,12.400143440743452,11.937965878386379,11.967466354370117,80169700.0,0.0,0.0,5026,3250,14.0,2247,668,564,1532
2021-03-04,16.958333333333332,0.0,1.0833333333333333,0.4583333333333333,0.0,12.036301008740347,12.252640018991823,11.436453000546726,11.731460571289062,88339600.0,0.0,0.0,5557,3281,7.0,2309,584,544,1633
2021-03-05,20.375,0.625,0.6666666666666666,1.7083333333333333,0.6666666666666666,11.859297365818971,12.085469245626381,11.475787425246098,12.065802574157715,79345700.0,0.0,0.0,5525,3659,6.0,2358,635,550,1478
2021-03-06,30.916666666666668,0.0,2.0833333333333335,2.5,0.0,,,,,,,,5633,3510,2.0,2701,673,721,1540
2021-03-07,22.041666666666668,0.0,1.0833333333333333,0.7083333333333334,0.0,,,,,,,,5542,3470,7.0,2847,706,747,1715
2021-03-08,15.416666666666666,0.0,0.0,0.75,1.5416666666666667,12.183804627500207,12.665649769824268,12.095302267113508,12.43947696685791,86129700.0,0.0,0.0,5298,3506,8.0,2395,624,554,1643
2021-03-09,18.291666666666668,0.0,0.0,1.0,0.9583333333333334,12.547646896696207,12.547646896696207,12.173970786102077,12.360808372497559,61568700.0,0.0,0.0,5266,3548,7.0,2161,627,542,1439
2021-03-10,20.666666666666668,0.0,2.2083333333333335,0.625,0.0,12.508312786463684,12.763985128466642,12.409976621060347,12.695150375366211,62111200.0,0.0,0.0,5113,3443,8.0,2327,649,577,1355
2021-03-11,17.291666666666668,0.0,0.9166666666666666,2.0416666666666665,1.6666666666666667,12.72465081096198,12.842654584206473,12.537813222630684,12.59681510925293,56536500.0,0.0,0.0,5226,3473,6.0,2415,694,508,1399
2021-03-12,23.5,0.0,0.6666666666666666,0.0,4.0,12.567313947283802,13.206497157572498,12.557481080820278,13.14749526977539,87160100.0,0.0,0.0,5129,3452,7.0,2488,743,662,1473
2021-03-13,36.0,0.5416666666666666,3.2916666666666665,0.4166666666666667,0.5416666666666666,,,,,,,,5548,3618,5.0,2849,669,710,1697
2021-03-14,31.25,0.0,3.75,1.625,0.0,,,,,,,,5741,3780,6.0,2848,711,752,1666
2021-03-15,29.625,0.0,3.0,0.9166666666666666,1.9166666666666667,13.167162313342025,13.39333417495294,12.83282048504489,12.980323791503906,64476000.0,0.0,0.0,5481,3686,14.0,2495,671,705,1415
2021-03-16,32.041666666666664,0.0,2.2083333333333335,0.9166666666666666,0.8333333333333334,12.842654411186004,12.931155833222293,12.223138830113013,12.282139778137207,125425300.0,0.0,0.0,5501,3450,3.0,2317,692,632,1374
2021-03-17,34.75,0.0,1.875,1.125,0.7916666666666666,12.134636563770025,12.488645068052275,12.016633729009275,12.478811264038086,109324400.0,0.0,0.0,5369,3190,3.0,2293,687,551,1420
2021-03-18,38.291666666666664,0.0,1.3333333333333333,0.5416666666666666,1.4166666666666667,12.488644971828204,12.79348632929707,12.232971696248272,12.282139778137207,76733300.0,0.0,0.0,5494,3183,3.0,2252,813,661,1245
2021-03-19,33.375,0.0,2.7916666666666665,1.125,1.1666666666666667,12.636148433988888,12.73448365386631,12.341140898750425,12.616480827331543,90885200.0,0.0,0.0,5109,3331,1.0,2272,896,681,1490
2021-03-20,36.5,0.0,1.6666666666666667,1.25,0.0,,,,,,,,5139,3435,8.0,2749,736,763,1996
2021-03-21,26.25,0.0,1.9583333333333333,1.2083333333333333,0.0,,,,,,,,5634,3584,9.0,2755,789,748,2030
2021-03-22,30.0,0.0,1.875,0.875,0.7083333333333334,12.636149406433105,12.714817963510404,12.301807569953,12.636149406433105,81362100.0,0.0,0.0,5796,3460,5.0,2440,747,585,1693
2021-03-23,18.791666666666668,1.0,1.5833333333333333,0.0,0.0,12.360808195461845,12.468978161965445,11.91829733902872,12.006799697875977,73020200.0,0.0,0.0,5430,3326,4.0,2299,710,651,1579
2021-03-24,27.375,0.0,1.7916666666666667,0.75,0.0,12.154303458556566,12.321474378673713,11.918297784674655,11.937965393066406,54534400.0,0.0,0.0,5584,3427,6.0,2648,697,571,1596
2021-03-25,21.333333333333332,0.0,0.0,0.0,0.0,11.74129313204407,12.144470666307777,11.524955065233135,12.114969253540039,54201800.0,0.0,0.0,5347,3432,4.0,2331,673,605,1426
2021-03-26,20.166666666666668,0.0,0.0,0.0,0.0,12.223139223693366,12.282140173617368,11.859296906484724,12.09530258178711,49239800.0,0.0,0.0,5152,3442,8.0,2552,692,651,1531
2021-03-27,23.25,0.0,3.2916666666666665,1.4166666666666667,0.0,,,,,,,,4811,3586,5.0,2723,665,610,1630
2021-03-28,25.708333333333332,0.875,1.8333333333333333,1.3333333333333333,0.625,,,,,,,,5169,3730,7.0,2987,659,708,2156
2021-03-29,19.416666666666668,0.0,1.25,0.0,0.0,11.996965856452187,12.154302965997294,11.869129220496,11.947797775268555,44747900.0,0.0,0.0,5264,3522,7.0,2577,598,514,1585
2021-03-30,23.5,0.0,1.125,0.0,0.0,11.957632205748242,12.27230644133008,11.90846412198778,12.252639770507812,49762300.0,0.0,0.0,5355,3854,8.0,2352,589,542,1404
2021-03-31,23.5,0.8333333333333334,0.0,1.4583333333333333,0.625,12.25263918676924,12.331307741916783,12.00679971748238,12.046133995056152,60456900.0,0.0,0.0,5271,3569,10.0,2277,577,600,1405
2021-04-01,31.5,0.0,2.3333333333333335,1.4166666666666667,0.0,12.075635391512646,12.085469196108301,11.819963036648197,11.967466354370117,61907500.0,0.0,0.0,5364,3583,6.0,2211,593,498,1456
2021-04-02,19.166666666666668,0.6666666666666666,1.7083333333333333,1.3333333333333333,0.0,,,,,,,,4782,3518,19.0,2591,648,605,1507
2021-04-03,19.083333333333332,0.6666666666666666,0.0,0.0,0.0,,,,,,,,4983,3684,4.0,2752,622,682,1678
2021-04-04,15.458333333333334,0.0,0.0,0.0,0.0,,,,,,,,4884,3778,7.0,2927,776,670,1634
2021-04-05,14.458333333333334,0.625,1.125,0.0,0.0,12.183804189327038,12.567313153472822,12.12480230525677,12.48864459991455,82332700.0,0.0,0.0,5227,3781,7.0,2398,762,527,1685
2021-04-06,16.875,0.0,0.3333333333333333,0.0,0.0,12.488645655445374,12.773819420647555,12.429644704191523,12.704984664916992,67499400.0,0.0,0.0,4989,3433,5.0,2435,672,560,1594
2021-04-07,29.416666666666668,0.0,0.375,0.5833333333333334,2.1666666666666665,12.655816004215534,12.714817890586701,12.44931080862121,12.518145561218262,42264000.0,0.0,0.0,5024,3485,6.0,2307,618,644,1483
2021-04-08,20.166666666666668,0.0,1.5416666666666667,1.7083333333333333,0.0,12.459144515590982,12.547646875556694,12.22313884755119,12.301807403564453,52622000.0,0.0,0.0,5259,3378,6.0,2336,609,623,1508
2021-04-09,14.125,0.0,1.7083333333333333,0.0,0.0,12.282139795659557,12.409976433631902,12.183804569544558,12.301807403564453,40555400.0,0.0,0.0,4630,3524,11.0,2358,692,746,1432
2021-04-10,22.291666666666668,0.7083333333333334,0.0,0.0,0.7083333333333334,,,,,,,,4739,3546,4.0,2664,677,765,1411
2021-04-11,17.75,0.0,0.5,0.4583333333333333,0.0,,,,,,,,4840,3862,9.0,3096,736,719,1565
2021-04-12,12.291666666666666,0.0,0.0,0.375,0.7916666666666666,12.29197401414689,12.341142097764115,12.114969288246153,12.173971176147461,40422800.0,0.0,0.0,4775,3485,10.0,2532,628,633,1441
2021-04-13,19.916666666666668,0.0,0.5416666666666666,0.5416666666666666,0.0,12.183804890809986,12.242805840474103,11.898631133291586,11.996966361999512,51556000.0,0.0,0.0,5327,3545,5.0,2553,667,583,1249
2021-04-14,26.0,0.0,0.875,0.0,0.0,11.996965429518875,12.282139164871754,11.996965429518875,12.036299705505371,49877500.0,0.0,0.0,4631,3616,5.0,2311,602,605,1237
2021-04-15,23.083333333333332,0.4583333333333333,0.5833333333333334,0.0,0.0,12.095301588386674,12.114968257478365,11.928130680993284,12.036299705505371,38209300.0,0.0,0.0,4927,3624,11.0,2351,592,636,1448
2021-04-16,22.083333333333332,0.0,1.3333333333333333,0.375,0.3333333333333333,12.114968728490142,12.154303006005895,11.987132092113152,12.026466369628906,33132900.0,0.0,0.0,4723,3673,6.0,2458,596,659,1332
2021-04-17,16.041666666666668,0.0,0.0,0.3333333333333333,0.0,,,,,,,,4469,4025,7.0,2758,599,838,1518
2021-04-18,7.916666666666667,0.0,0.4583333333333333,0.5,0.3333333333333333,,,,,,,,4843,3820,7.0,2740,672,777,1423
2021-04-19,19.708333333333332,0.3333333333333333,0.2916666666666667,0.0,0.375,12.016633444073204,12.046133917613089,11.819962057468722,11.908463478088379,39063500.0,0.0,0.0,4892,3642,3.0,2499,617,618,1334
2021-04-20,14.208333333333334,0.0,0.25,0.5833333333333334,0.5833333333333334,11.859295981296048,11.859295981296048,11.161111876308759,11.25944709777832,83170800.0,0.0,0.0,5346,3534,7.0,2225,525,575,1281
2021-04-21,12.666666666666666,0.0,1.0416666666666667,0.9166666666666666,0.75,11.170944884571794,11.544620981652955,10.993941108546183,11.53478717803955,49641100.0,0.0,0.0,5191,3507,1.0,2223,639,572,1424
2021-04-22,16.708333333333332,0.0,0.7916666666666666,0.0,0.0,11.859296727161269,11.947798150709048,11.633123921730698,11.741292953491211,73064400.0,0.0,0.0,5276,3496,3.0,2482,582,638,1477
2021-04-23,21.666666666666668,0.0,2.5833333333333335,2.375,0.7916666666666666,11.770793574440502,12.036299702839777,11.672457415594481,12.016633033752441,51833300.0,0.0,0.0,4831,3631,10.0,2410,540,567,1374
2021-04-24,22.166666666666668,0.0,0.0,0.625,0.0,,,,,,,,4688,3544,4.0,3764,587,717,1494
2021-04-25,18.458333333333332,0.0,1.75,0.0,0.0,,,,,,,,5302,3748,5.0,2845,554,622,1678
2021-04-26,26.791666666666668,0.6666666666666666,3.3333333333333335,0.0,0.7916666666666666,12.075635440990435,12.232972563952671,12.02646735561393,12.065802574157715,40863800.0,0.0,0.0,5018,3729,7.0,2410,621,561,1460
2021-04-27,25.041666666666668,0.0,0.5833333333333334,1.375,0.625,12.085468388384628,12.291973582075626,12.06580171831095,12.282139778137207,42037800.0,0.0,0.0,4936,3602,2.0,2405,588,565,1332
2021-04-28,21.75,0.0,1.2083333333333333,0.0,0.0,12.390310691375953,12.390310691375953,12.183805481926246,12.223139762878418,68023400.0,0.0,0.0,4905,3436,8.0,2251,632,482,1340
2021-04-29,22.875,0.0,1.3333333333333333,0.0,0.5416666666666666,11.711792145279526,11.711792145279526,10.954607068923513,11.072609901428223,230430600.0,0.0,0.0,5102,3370,,2168,560,572,1346
2021-04-30,34.166666666666664,0.7083333333333334,0.625,1.9166666666666667,3.2083333333333335,11.170946200681145,11.347950935363768,11.141445724168456,11.34795093536377,90786500.0,0.0,0.0,4809,3218,5.0,2149,575,537,1339
2021-05-01,29.625,0.0,1.0416666666666667,1.0416666666666667,1.4166666666666667,,,,,,,,5037,3646,9.0,2558,590,648,1615
2021-05-02,26.916666666666668,0.0,0.0,2.3333333333333335,0.0,,,,,,,,4984,3707,4.0,2483,613,587,1578
2021-05-03,23.333333333333332,0.7083333333333334,0.5833333333333334,0.9583333333333334,0.0,11.367618110434114,11.485620949778014,11.239781466694089,11.436452865600586,61987300.0,0.0,0.0,5121,3604,8.0,2312,639,525,1500
2021-05-04,22.666666666666668,0.0,2.0416666666666665,0.0,0.75,11.338116592526482,11.357784201137084,11.043109027989832,11.220113754272461,71007700.0,0.0,0.0,5173,3438,12.0,2309,609,586,1285
2021-05-05,23.333333333333332,0.0,2.125,1.625,0.5833333333333334,11.308616205383176,11.446286653318733,11.210280037171607,11.41678524017334,64495500.0,0.0,0.0,4967,3233,7.0,2139,574,571,1218
2021-05-06,17.5,0.0,0.0,0.0,0.625,11.35778388008693,11.56428907564499,11.288948189698798,11.544621467590332,50032800.0,0.0,0.0,4995,3463,8.0,1963,542,488,1233
2021-05-07,27.5,0.0,0.625,0.0,0.75,11.456119144155862,11.633123866009948,11.328283442598101,11.623290061950684,41525800.0,0.0,0.0,4693,3541,4.0,2193,611,495,1280
2021-05-08,20.333333333333332,0.0,0.0,0.7083333333333334,0.0,,,,,,,,4425,3918,5.0,2581,618,631,1473
2021-05-09,27.666666666666668,0.0,0.75,4.916666666666667,0.0,,,,,,,,4836,3912,3.0,2688,648,639,1554
2021-05-10,31.375,0.5833333333333334,0.625,0.5833333333333334,0.0,11.583956215335423,11.731460468313447,11.505287655535094,11.515121459960938,51703500.0,0.0,0.0,5235,3699,13.0,2264,647,573,1424
2021-05-11,23.375,0.875,0.4583333333333333,0.0,1.5,11.2594476407714,11.564288998975353,11.229947166688167,11.387284278869629,56882600.0,0.0,0.0,5111,3524,11.0,2167,536,533,1445
2021-05-12,32.041666666666664,0.0,1.4583333333333333,0.0,0.5833333333333334,11.347949389298464,11.485619823939949,11.092276126879899,11.141444206237793,55663100.0,0.0,0.0,4831,3390,7.0,2302,545,638,1365
2021-05-13,24.25,0.0,1.5,1.4583333333333333,0.0,11.170944801512967,11.485619950180276,11.161111935775802,11.357783317565918,56598500.0,0.0,0.0,4704,3397,5.0,2224,599,562,1369
2021-05-14,8.416666666666666,0.0,0.0,0.2916666666666667,0.0,11.45611916118682,11.67245816179641,11.42661868676834,11.64295768737793,48619200.0,0.0,0.0,4862,3459,11.0,2152,520,536,1295
2021-05-15,14.541666666666666,0.4583333333333333,0.625,0.0,0.3333333333333333,,,,,,,,5195,3489,5.0,2684,530,700,1489
2021-05-16,10.333333333333334,0.0,1.25,0.2916666666666667,0.0,,,,,,,,6159,3587,5.0,2668,636,669,1560
2021-05-17,10.541666666666666,0.3333333333333333,0.5833333333333334,0.0,0.5833333333333334,11.623289752380984,11.977299186660622,11.593789278792062,11.947797775268555,52201700.0,0.0,0.0,6344,3695,3.0,2342,591,556,1465
2021-05-18,11.541666666666666,0.5416666666666666,0.8333333333333334,0.0,0.4583333333333333,12.085468704791804,12.321474378673713,11.928131588870531,11.937965393066406,72472900.0,0.0,0.0,5897,3574,4.0,2473,601,593,1422
2021-05-19,13.666666666666666,1.0833333333333333,0.75,0.4583333333333333,0.3333333333333333,11.829794923446586,12.006799640292193,11.652791144404125,11.908463478088379,70220800.0,0.0,0.0,5902,3265,8.0,2213,548,585,1476
2021-05-20,17.583333333333332,0.4583333333333333,1.0,0.4166666666666667,0.4166666666666667,12.311641189952464,12.478811167889784,12.095302192323048,12.282139778137207,106243900.0,0.0,0.0,7261,3417,8.0,2526,596,608,1353
2021-05-21,27.791666666666668,0.5833333333333334,0.5416666666666666,1.3333333333333333,0.5833333333333334,12.48864446308479,13.245830455041073,12.36080783050244,13.108160018920898,200958600.0,0.0,0.0,7401,3265,15.0,2178,526,558,1416
2021-05-22,31.458333333333332,0.875,0.6666666666666666,0.0,0.8333333333333334,,,,,,,,5335,3370,8.0,2522,597,653,1519
2021-05-23,24.166666666666668,0.875,0.625,1.25,0.5833333333333334,,,,,,,,6989,3514,7.0,2359,592,683,1643
2021-05-24,20.041666666666668,0.0,1.2083333333333333,0.0,0.0,13.157328447331256,13.157328447331256,12.704983788443522,12.84265422821045,111374300.0,0.0,0.0,6680,3480,10.0,2117,613,608,1400
2021-05-25,24.541666666666668,0.0,1.5,1.375,1.3333333333333333,12.91148933709645,13.206496894601335,12.586981305182027,12.59681510925293,113383400.0,0.0,0.0,6343,3279,3.0,1994,570,533,1416
2021-05-26,31.583333333333332,0.8333333333333334,0.5416666666666666,1.7083333333333333,0.0,12.940989846250686,13.717842551677492,12.881988897273203,13.66867446899414,227538700.0,0.0,0.0,6273,3146,12.0,1801,582,513,1475
2021-05-27,32.75,0.0,2.4166666666666665,1.25,1.4166666666666667,14.140687213085126,14.79953710433801,13.885013924998262,14.632366180419922,278939100.0,0.0,0.0,6280,3311,4.0,1853,602,558,1376
2021-05-28,15.041666666666666,0.0,0.0,0.5,1.4166666666666667,14.760203148330739,14.799537429068465,14.170187999461628,14.288190841674805,152105300.0,0.0,0.0,5571,3227,4.0,1871,600,510,1380
2021-05-29,12.875,0.0,0.625,1.0,0.4166666666666667,,,,,,,,5056,3503,8.0,1780,657,561,1430
2021-05-30,13.083333333333334,0.0,1.25,0.5833333333333334,0.0,,,,,,,,5307,3436,13.0,1957,552,582,1542
2021-05-31,13.916666666666666,0.3333333333333333,0.3333333333333333,0.5416666666666666,0.5416666666666666,,,,,,,,5396,3312,3.0,1662,591,540,1496
