date,Ford,F-150,Ford Bronco_x,Ford Mustang_x,Ford Stock,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ford Motor Company,Ford Mustang_y,Ford F Series,Ford Bronco_y,Lincoln Navigator,Lincoln Aviator,Ford GT
2022-02-24,14.5,0.0,0.4166666666666667,0.9583333333333334,0.5,15.884314893768716,17.07638432867403,15.854513442107404,17.03664779663086,110443900.0,0.0,0.0,4441,2425,2.0,1289,454,369,887
2022-02-25,19.041666666666668,0.0,0.0,0.5416666666666666,0.5,17.135987914063406,17.781691427528948,17.00684796926718,17.712154388427734,78888000.0,0.0,0.0,3930,2433,9.0,1353,412,376,908
2022-02-26,24.875,0.0,0.0,0.875,0.0,,,,,,,,3693,2400,7.0,1560,444,392,966
2022-02-27,16.875,0.0,1.0833333333333333,0.0,0.6666666666666666,,,,,,,,4297,2449,8.0,1411,461,412,966
2022-02-28,20.333333333333332,0.0,0.0,0.5833333333333334,1.25,17.225393949024816,17.56314692016195,17.096252104020582,17.443939208984375,82367800.0,0.0,0.0,4199,2468,3.0,1190,403,354,909
2022-03-01,25.083333333333332,0.0,0.0,1.7916666666666667,0.6666666666666666,17.29493084808826,17.29493084808826,16.341276745520844,16.589624404907227,94819500.0,0.0,0.0,4514,2427,7.0,1204,426,374,937
2022-03-02,29.416666666666668,0.0,1.9166666666666667,0.625,1.5,17.384336695289893,18.129379696516605,17.185657803732504,17.980371475219727,138638200.0,0.0,0.0,5356,2446,2.0,1164,410,307,969
2022-03-03,22.583333333333332,0.0,0.0,1.4166666666666667,0.625,18.12937851647077,18.12937851647077,17.32473265804838,17.483675003051758,95395500.0,0.0,0.0,4853,2557,,1236,467,373,942
2022-03-04,24.625,0.0,2.0,0.8333333333333334,1.3333333333333333,17.235327508474846,17.275062147715,16.53001918822539,16.738632202148438,91304000.0,0.0,0.0,4641,2466,4.0,1266,424,363,965
2022-03-05,26.625,1.0416666666666667,0.0,1.9166666666666667,0.7083333333333334,,,,,,,,4110,2402,6.0,1263,468,425,1052
2022-03-06,18.75,0.0,0.0,1.3333333333333333,0.0,,,,,,,,4317,2605,9.0,1299,456,394,1186
2022-03-07,27.125,1.4583333333333333,0.0,1.1666666666666667,0.625,16.72869827747502,16.78830118445038,15.864448547363283,15.864448547363281,87999200.0,0.0,0.0,4922,2834,6.0,1339,436,344,1063
2022-03-08,20.583333333333332,0.5833333333333334,0.0,0.9166666666666666,0.0,15.953852744275412,16.609490398509866,15.665770451229234,15.924052238464355,101020300.0,0.0,0.0,4769,2572,2.0,1183,449,338,1061
2022-03-09,13.791666666666666,0.0,0.0,0.0,0.0,16.539952729639353,16.718763336674726,16.17239927717079,16.261804580688477,62846700.0,0.0,0.0,4770,2620,4.0,1245,409,349,1050
2022-03-10,20.041666666666668,0.0,0.625,0.5833333333333334,0.5833333333333334,16.00352353181891,16.301539960616637,15.655836435060063,16.222068786621094,72992600.0,0.0,0.0,4875,2761,5.0,1197,387,355,1746
2022-03-11,17.125,0.0,1.3333333333333333,1.625,0.0,16.291606003296558,16.371077178151964,15.904184262719232,15.93398666381836,54985900.0,0.0,0.0,4387,2455,4.0,1239,439,375,1199
2022-03-12,18.458333333333332,0.0,0.0,0.875,0.0,,,,,,,,4184,2413,5.0,1364,472,363,1156
2022-03-13,12.416666666666666,0.0,1.0833333333333333,0.0,0.0,,,,,,,,4384,2609,9.0,1453,453,381,1039
2022-03-14,16.125,0.0,1.25,1.7083333333333333,0.0,15.983655305971013,16.122729387137323,15.407488819327693,15.635968208312988,66341700.0,0.0,0.0,5579,3066,4.0,1371,446,357,1911
2022-03-15,19.083333333333332,0.0,0.0,1.25,0.0,15.66577036209633,16.03332382645112,15.427355895882114,15.953852653503418,65263700.0,0.0,0.0,4634,2565,5.0,1263,420,354,1092
2022-03-16,18.25,0.0,0.0,0.0,0.0,16.36114344408148,16.520085797674543,15.95385342615647,16.470417022705078,82677600.0,0.0,0.0,4414,2666,7.0,1299,442,361,1057
2022-03-17,14.416666666666666,0.0,0.6666666666666666,0.5,0.4583333333333333,16.122729913691888,16.470417022705078,16.053192870837712,16.470417022705078,58500200.0,0.0,0.0,4437,2761,6.0,1329,370,350,1000
2022-03-18,22.625,0.7916666666666666,0.5416666666666666,0.7083333333333334,1.25,16.31147329100467,16.788300311498176,16.17239921704627,16.748565673828125,89144000.0,0.0,0.0,4325,2775,5.0,1302,471,362,1100
2022-03-19,21.375,0.0,0.0,1.2083333333333333,0.0,,,,,,,,4183,2569,3.0,1474,385,427,1150
2022-03-20,20.541666666666668,0.7083333333333334,0.0,0.9166666666666666,0.0,,,,,,,,4479,2772,3.0,1459,463,379,1317
2022-03-21,31.25,0.0,0.0,1.4583333333333333,0.0,16.758500205117958,16.996913721029483,16.222068373260377,16.371076583862305,72583600.0,0.0,0.0,4657,2741,13.0,1312,480,368,1070
2022-03-22,22.5,0.0,0.0,0.0,0.0,16.609489713181617,17.195590303350723,16.589623341708034,16.9770450592041,77647100.0,0.0,0.0,4782,2587,4.0,1349,418,341,1054
2022-03-23,25.083333333333332,0.0,1.75,0.0,0.0,16.708829632242963,16.937309016098318,16.460481981597873,16.56975555419922,63296800.0,0.0,0.0,4979,2572,2.0,1330,443,405,1017
2022-03-24,22.458333333333332,0.0,0.0,0.7083333333333334,1.125,16.62935804784378,16.867771559187453,16.53001861109838,16.71876335144043,56314200.0,0.0,0.0,4553,2722,5.0,1154,448,345,971
2022-03-25,28.5,0.0,0.0,0.0,1.7916666666666667,16.6293590389583,16.669095573921634,16.232003163036328,16.361143112182617,62023100.0,0.0,0.0,4182,2536,4.0,1233,429,357,1016
2022-03-26,21.458333333333332,0.0,0.0,1.2083333333333333,0.0,,,,,,,,4466,2646,5.0,1266,431,437,1260
2022-03-27,19.208333333333332,0.5833333333333334,0.5833333333333334,0.0,0.0,,,,,,,,4894,3020,7.0,1337,451,453,1618
2022-03-28,12.291666666666666,0.0,0.5416666666666666,1.25,0.0,16.440614371759885,16.569756216311358,16.172400338349682,16.55982208251953,54634400.0,0.0,0.0,4719,2559,7.0,1341,421,357,1098
2022-03-29,20.666666666666668,0.0,0.5,2.0416666666666665,0.0,16.897573998241363,17.68235157141101,16.897573998241363,17.63268280029297,90676900.0,0.0,0.0,4724,2503,5.0,1242,431,338,1072
2022-03-30,13.958333333333334,0.0,0.5,0.875,0.0,17.40420475021528,17.543278835756574,17.086320043410993,17.15585708618164,57853400.0,0.0,0.0,4494,2516,5.0,1166,444,338,1014
2022-03-31,20.541666666666668,0.0,1.2083333333333333,0.0,0.0,,,,,,,,4936,2412,8.0,1205,438,416,1037
